File	Title	Debate	Date	Decade	Election	Participants	Moderators	Speaker	Party	Factor 1	Factor 2	Factor 3	Factor 4	Factor 5	Factor 6	Text
t001365	October 16, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY PARTICIPATE IN A CANDIDATES DEBATE, HOFSTRA UNIVERSITY, HEMPSTEAD, NEW YORK	2012-10-16	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS. PRESIDENT BARACK OBAMA	CANDY CROWLEY	ROMNEY	Republican	3	21	-2	4	-1	0	No, let — let — let me go back and speak to the points that the president made and — and — and let’s get them correct. I did not say that the Arizona law was a model for the nation in that aspect. I said that the E-Verify portion of the Arizona law, which is — which is the portion of the law which says that employers could be able to determine whether someone is here illegally or not illegally, that that was a model for the nation. That’s number one. Number two, I asked the president a question I think Hispanics and immigrants all over the nation have asked. He was asked this on Univision the other day. Why, when you said you’d filed legislation in your first year didn’t you do it? And he didn’t answer. He — he doesn’t answer that question. He said the standard bearer wasn’t for it. I’m glad you thought I was a standard bearer four years ago, but I wasn’t. Four years ago you said in your first year you would file legislation. In his first year, I was just getting — licking my wounds from having been beaten by John McCain, all right. I was not the standard bearer. My — my view is that this president should have honored his promise to do as he said. Now, let me mention one other thing, and that is self-deportation says let people make their own choice. What I was saying is, we’re not going to round up 12 million people, undocumented illegals, and take them out of the nation. Instead let people make their own choice. And if they — if they find that — that they can’t get the benefits here that they want and they can’t — and they can’t find the job they want, then they’ll make a decision to go a place where — where they have better opportunities. But I’m not in favor of rounding up people and — and — and taking them out of this country. I am in favor, as the president has said, and I agree with him, which is that if people have committed crimes we got to get them out of this country. Let me mention something else the president said. It was a moment ago and I didn’t get a chance to, when he was describing Chinese investments and so forth.
t001371	October 16, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY PARTICIPATE IN A CANDIDATES DEBATE, HOFSTRA UNIVERSITY, HEMPSTEAD, NEW YORK	2012-10-16	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS. PRESIDENT BARACK OBAMA	CANDY CROWLEY	OBAMA	Democratic	3	2	-1	4	1	0	I do want to make sure that — I do want to make sure that we just understand something. Governor Romney says he wasn’t referring to Arizona as a model for the nation. His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing. That’s his policy. And it’s a bad policy. And it won’t help us grow. Look, when we think about immigration, we have to understand there are folks all around the world who still see America as the land of promise. And they provide us energy and they provide us innovation and they start companies like Intel and Google. And we want to encourage that. Now, we’ve got to make sure that we do it in a smart way and a comprehensive way, and we make the legal system better. But when we make this into a divisive political issue, and when we don’t have bipartisan support — I can deliver, Governor, a whole bunch of Democrats to get comprehensive immigration reform done, and we can’t…
t001374	October 16, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY PARTICIPATE IN A CANDIDATES DEBATE, HOFSTRA UNIVERSITY, HEMPSTEAD, NEW YORK	2012-10-16	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS. PRESIDENT BARACK OBAMA	CANDY CROWLEY	OBAMA	Democratic	1	18	3	0	-1	0	Well, let me first of all talk about our diplomats, because they serve all around the world and do an incredible job in a very dangerous situation. And these aren’t just representatives of the United States, they are my representatives. I send them there, oftentimes into harm’s way. I know these folks and I know their families. So nobody is more concerned about their safety and security than I am. So as soon as we found out that the Benghazi consulate was being overrun, I was on the phone with my national security team and I gave them three instructions. Number one, beef up our security and procedures, not just in Libya, but at every embassy and consulate in the region. Number two, investigate exactly what happened, regardless of where the facts lead us, to make sure folks are held accountable and it doesn’t happen again. And number three, we are going to find out who did this and we’re going to hunt them down, because one of the things that I’ve said throughout my presidency is when folks mess with Americans, we go after them. Now Governor Romney had a very different response. While we were still dealing with our diplomats being threatened, Governor Romney put out a press release, trying to make political points, and that’s not how a commander in chief operates. You don’t turn national security into a political issue. Certainly not right when it’s happening. And people — not everybody agrees with some of the decisions I’ve made. But when it comes to our national security, I mean what I say. I said I’d end the war in Libya — in — in Iraq, and I did. I said that we’d go after al-Qaeda and bin Laden, we have. I said we’d transition out of Afghanistan, and start making sure that Afghans are responsible for their own security, that’s what I’m doing. And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable. And I am ultimately responsible for what’s taking place there because these are my folks, and I’m the one who has to greet those coffins when they come home. You know that I mean what I say.
t001384	October 16, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY PARTICIPATE IN A CANDIDATES DEBATE, HOFSTRA UNIVERSITY, HEMPSTEAD, NEW YORK	2012-10-16	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS. PRESIDENT BARACK OBAMA	CANDY CROWLEY	OBAMA	Democratic	2	13	4	22	1	2	We’re a nation that believes in the Second Amendment, and I believe in the Second Amendment. We’ve got a long tradition of hunting and sportsmen and people who want to make sure they can protect themselves. But there have been too many instances during the course of my presidency, where I’ve had to comfort families who have lost somebody. Most recently out in Aurora. You know, just a couple of weeks ago, actually, probably about a month, I saw a mother, who I had met at the bedside of her son, who had been shot in that theater. And her son had been shot through the head. And we spent some time, and we said a prayer and, remarkably, about two months later, this young man and his mom showed up, and he looked unbelievable, good as new. But there were a lot of families who didn’t have that good fortune and whose sons or daughters or husbands didn’t survive. So my belief is that, (A), we have to enforce the laws we’ve already got, make sure that we’re keeping guns out of the hands of criminals, those who are mentally ill. We’ve done a much better job in terms of background checks, but we’ve got more to do when it comes to enforcement. But I also share your belief that weapons that were designed for soldiers in war theaters don’t belong on our streets. And so what I’m trying to do is to get a broader conversation about how do we reduce the violence generally. Part of it is seeing if we can get an assault weapons ban reintroduced. But part of it is also looking at other sources of the violence. Because frankly, in my home town of Chicago, there’s an awful lot of violence and they’re not using AK-47s. They’re using cheap hand guns. And so what can we do to intervene, to make sure that young people have opportunity; that our schools are working; that if there’s violence on the streets, that working with faith groups and law enforcement, we can catch it before it gets out of control. And so what I want is a — is a comprehensive strategy. Part of it is seeing if we can get automatic weapons that kill folks in amazing numbers out of the hands of criminals and the mentally ill. But part of it is also going deeper and seeing if we can get into these communities and making sure we catch violent impulses before they occur.
t001393	October 16, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY PARTICIPATE IN A CANDIDATES DEBATE, HOFSTRA UNIVERSITY, HEMPSTEAD, NEW YORK	2012-10-16	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS. PRESIDENT BARACK OBAMA	CANDY CROWLEY	OBAMA	Democratic	41	7	3	0	5	0	OK. We need to create jobs here. And both Governor Romney and I agree actually that we should lower our corporate tax rate. It’s too high. But there’s a difference in terms of how we would do it. I want to close loopholes that allow companies to deduct expenses when they move to China; that allow them to profit offshore and not have to get taxed, so they have tax advantages offshore. All those changes in our tax code would make a difference. Now, Governor Romney actually wants to expand those tax breaks. One of his big ideas when it comes to corporate tax reform would be to say, if you invest overseas, you make profits overseas, you don’t have to pay U.S. taxes. But, of course, if you’re a small business or a mom-and-pop business or a big business starting up here, you’ve got to pay even the reduced rate that Governor Romney’s talking about. And it’s estimated that that will create 800,000 new jobs. The problem is they’ll be in china. Or India. Or Germany. That’s not the way we’re going to create jobs here. The way we’re going to create jobs here is not just to change our tax code, but also to double our exports. And we are on pace to double our exports, one of the commitments I made when I was president. That’s creating tens of thousands of jobs all across the country. That’s why we’ve kept on pushing trade deals, but trade deals that make sure that American workers and American businesses are getting a good deal. Now, Governor Romney talked about China, as I already indicated. In the private sector, Governor Romney’s company invested in what were called pioneers of outsourcing. That’s not my phrase. That’s what reporters called it. And as far as currency manipulation, the currency has actually gone up 11 percent since I’ve been president because we have pushed them hard. And we’ve put unprecedented trade pressure on China. That’s why exports have significantly increased under my presidency. That’s going to help to create jobs here.
t001395	October 16, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY PARTICIPATE IN A CANDIDATES DEBATE, HOFSTRA UNIVERSITY, HEMPSTEAD, NEW YORK	2012-10-16	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS. PRESIDENT BARACK OBAMA	CANDY CROWLEY	OBAMA	Democratic	18	8	1	0	2	0	Candy, there are some jobs that are not going to come back. Because they are low wage, low skill jobs. I want high wage, high skill jobs. That’s why we have to emphasize manufacturing. That’s why we have to invest in advanced manufacturing. That’s why we’ve got to make sure that we’ve got the best science and research in the world. And when we talk about deficits, if we’re adding to our deficit for tax cuts for folks who don’t need them, and we’re cutting investments in research and science that will create the next Apple, create the next new innovation that will sell products around the world, we will lose that race. If we’re not training engineers to make sure that they are equipped here in this country. Then companies won’t come here. Those investments are what’s going to help to make sure that we continue to lead this world economy, not just next year, but 10 years from now, 50 years from now, 100 years from now.
t001397	October 16, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY PARTICIPATE IN A CANDIDATES DEBATE, HOFSTRA UNIVERSITY, HEMPSTEAD, NEW YORK	2012-10-16	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS. PRESIDENT BARACK OBAMA	CANDY CROWLEY	ROMNEY	Republican	16	30	0	4	3	6	Thank you, and that’s an opportunity for me, and I appreciate it. In the nature of a campaign, it seems that some campaigns are focused on attacking a person rather than prescribing their own future and the things they’d like to do. In the course of that, I think the president’s campaign has tried to characterize me as — as someone who’s very different than who I am. I care about 100 percent of the American people. I want 100 percent of the American people to have a bright and prosperous future. I care about our kids. I understand what it takes to make a bright and prosperous future for America again. I spent my life in the private sector, not in government. I’m a guy who wants to help with the experience I have, the American people. My — my passion probably flows from the fact that I believe in God. And I believe we’re all children of the same God. I believe we have a responsibility to care for one another. I — I served as a missionary for my church. I served as a pastor in my congregation for about 10 years. I’ve sat across the table from people who were out of work and worked with them to try and find new work or to help them through tough times. I went to the Olympics when they were in trouble to try and get them on track. And as governor of my state, I was able to get 100 percent of my people insured, all my kids, about 98 percent of the adults. I was able also to get our schools ranked number one in the nation, so 100 percent of our kids would have a bright opportunity for a future. I understand that I can get this country on track again. We don’t have to settle for what we’re going through. We don’t have to settle for gasoline at four bucks. We don’t have to settle for unemployment at a chronically high level. We don’t have to settle for 47 million people on food stamps. We don’t have to settle for 50 percent of kids coming out of college not able to get work. We don’t have to settle for 23 million people struggling to find a good job. If I become president, I’ll get America working again. I will get us on track to a balanced budget. The president hasn’t. I will. I’ll make sure we can reform Medicare and Social Security to preserve them for coming — coming generations. The president said he would. He didn’t.
t001399	October 16, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY PARTICIPATE IN A CANDIDATES DEBATE, HOFSTRA UNIVERSITY, HEMPSTEAD, NEW YORK	2012-10-16	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS. PRESIDENT BARACK OBAMA	CANDY CROWLEY	OBAMA	Democratic	16	12	0	2	1	2	Barry, I think a lot of this campaign, maybe over the last four years, has been devoted to this nation that I think government creates jobs, that that somehow is the answer. That’s not what I believe. I believe that the free enterprise system is the greatest engine of prosperity the world’s ever known. I believe in self-reliance and individual initiative and risk takers being rewarded. But I also believe that everybody should have a fair shot and everybody should do their fair share and everybody should play by the same rules, because that’s how our economy’s grown. That’s how we built the world’s greatest middle class. And — and that is part of what’s at stake in this election. There’s a fundamentally different vision about how we move our country forward. I believe Governor Romney is a good man. Loves his family, cares about his faith. But I also believe that when he said behind closed doors that 47 percent of the country considered themselves victims who refuse personal responsibility, think about who he was talking about. Folks on Social Security who’ve worked all their lives. Veterans who’ve sacrificed for this country. Students who are out there trying to hopefully advance their own dreams, but also this country’s dreams. Soldiers who are overseas fighting for us right now. People who are working hard every day, paying payroll tax, gas taxes, but don’t make enough income. And I want to fight for them. That’s what I’ve been doing for the last four years. Because if they succeed, I believe the country succeeds. When my grandfather fought in World War II and he came back and he got a G.I. Bill and that allowed him to go to college, that wasn’t a handout. That was something that advanced the entire country. And I want to make sure that the next generation has those same opportunities. That’s why I’m asking for your vote and that’s why I’m asking for another four years.
t001403	October 22, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY, R-MASS., PARTICIPATE IN A CANDIDATES DEBATE, LYNN UNIVERSITY, BOCA RATON, FLORIDA	2012-10-22	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS., PRESIDENT BARACK OBAMA	BOB SCHIEFFER	OBAMA	Democratic	1	19	10	1	-2	0	Governor Romney, I’m glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what’s the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the 1980s, they’re now calling to ask for their foreign policy back because, you know, the Cold War’s been over for 20 years. But Governor, when it comes to our foreign policy, you seem to want to import the foreign policies of the 1980s, just like the social policies of the 1950s and the economic policies of the 1920s. You say that you’re not interested in duplicating what happened in Iraq. But just a few weeks ago, you said you think we should have more troops in Iraq right now. And the — the challenge we have — I know you haven’t been in a position to actually execute foreign policy — but every time you’ve offered an opinion, you’ve been wrong. You said we should have gone into Iraq, despite that fact that there were no weapons of mass destruction. You said that we should still have troops in Iraq to this day. You indicated that we shouldn’t be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it. You said that, first, we should not have a timeline in Afghanistan. Then you said we should. Now you say maybe or it depends, which means not only were you wrong, but you were also confusing in sending mixed messages both to our troops and our allies. So, what — what we need to do with respect to the Middle East is strong, steady leadership, not wrong and reckless leadership that is all over the map. And unfortunately, that’s the kind of opinions that you’ve offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul.
t001415	October 22, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY, R-MASS., PARTICIPATE IN A CANDIDATES DEBATE, LYNN UNIVERSITY, BOCA RATON, FLORIDA	2012-10-22	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS., PRESIDENT BARACK OBAMA	BOB SCHIEFFER	ROMNEY	Republican	0	24	4	1	-1	-3	Well, let’s step back and talk about what’s happening in Syria and how important it is. First of all, 30,000 people being killed by their government is a humanitarian disaster. Secondly, Syria is an opportunity for us because Syria plays an important role in the Middle East, particularly right now. Syria is Iran’s only ally in the Arab world. It’s their route to the sea. It’s the route for them to arm Hezbollah in Lebanon, which threatens, of course, our ally, Israel. And so seeing Syria remove Assad is a very high priority for us. Number two, seeing a — a replacement government being responsible people is critical for us. And finally, we don’t want to have military involvement there. We don’t want to get drawn into a military conflict. And so the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a — in a form of — if not government, a form of — of — of council that can take the lead in Syria. And then make sure they have the arms necessary to defend themselves. We do need to make sure that they don’t have arms that get into the — the wrong hands. Those arms could be used to hurt us down the road. We need to make sure as well that we coordinate this effort with our allies, and particularly with — with Israel. But the Saudi’s and the Qatari, and — and the Turks are all very concerned about this. They’re willing to work with us. We need to have a very effective leadership effort in Syria, making sure that the — the insurgent there are armed and that the insurgents that become armed, are people who will be the responsible parties. Recognize — I believe that Assad must go. I believe he will go. But I believe — we want to make sure that we have the relationships of friendship with the people that take his place, steps that in the years to come we see Syria as a — as a friend, and Syria as a responsible party in the Middle East. This — this is a critical opportunity for America. And what I’m afraid of is we’ve watched over the past year or so, first the president saying, well we’ll let the U.N. deal with it. And Assad — excuse me, Kofi Annan came in and said we’re going to try to have a ceasefire. That didn’t work. Then it went to the Russians and said, let’s see if you can do something. We should be playing the leadership role there, not on the ground with military.
t001418	October 22, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY, R-MASS., PARTICIPATE IN A CANDIDATES DEBATE, LYNN UNIVERSITY, BOCA RATON, FLORIDA	2012-10-22	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS., PRESIDENT BARACK OBAMA	BOB SCHIEFFER	ROMNEY	Republican	0	6	0	0	1	-2	And this isn’t — this isn’t going to be necessary. We — we have, with our partners in the region, we have sufficient resources to support those groups. But look, this has been going on for a year. This is a time — this should have been a time for American leadership. We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties. As you hear from intelligence sources even today, the — the insurgents are highly disparate. They haven’t come together. They haven’t formed a unity group, a council of some kind. That needs to happen. America can help that happen. And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.
t001420	October 22, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY, R-MASS., PARTICIPATE IN A CANDIDATES DEBATE, LYNN UNIVERSITY, BOCA RATON, FLORIDA	2012-10-22	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS., PRESIDENT BARACK OBAMA	BOB SCHIEFFER	OBAMA	Democratic	5	16	1	1	1	5	No, I don’t, because I think that America has to stand with democracy. The notion that we would have tanks run over those young people who were in Tahrir Square, that is not the kind of American leadership that John F. Kennedy talked about 50 years ago. But what I’ve also said is that now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities. And we have put significant pressure on them to make sure they’re doing that; to recognize the rights of women, which is critical throughout the region. These countries can’t develop if young women are not given the kind of education that they need. They have to abide by their treaty with Israel. That is a red line for us, because not only is Israel’s security at stake, but our security is at stake if that unravels. They have to make sure that they’re cooperating with us when it comes to counterterrorism. And we will help them with respect to developing their own economy, because ultimately what’s going to make the Egyptian revolution successful for the people of Egypt, but also for the world, is if those young people who gathered there are seeing opportunities. Their aspirations are similar to young people’s here. They want jobs, they want to be able to make sure their kids are going to a good school. They want to make sure that they have a roof over their heads and that they have the prospects of a better life in the future. And so one of the things that we’ve been doing is, is, for example, organizing entrepreneurship conferences with these Egyptians to give them a sense of how they can start rebuilding their economy in a way that’s noncorrupt, that’s transparent. But what is also important for us to understand is, is that for America to be successful in this region there’s some things that we’re going to have to do here at home as well. You know, one of the challenges over the last decade is we’ve done experiments in nation building in places like Iraq and Afghanistan and we’ve neglected, for example, developing our own economy, our own energy sectors, our own education system. And it’s very hard for us to project leadership around the world when we’re not doing what we need to do…
t001421	October 22, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY, R-MASS., PARTICIPATE IN A CANDIDATES DEBATE, LYNN UNIVERSITY, BOCA RATON, FLORIDA	2012-10-22	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS., PRESIDENT BARACK OBAMA	BOB SCHIEFFER	ROMNEY	Republican	12	46	9	2	1	0	No. I believe, as the president indicated, and said at the time that I supported his — his action there. I felt that — I wish we’d have had a better vision of the future. I wish that, looking back at the beginning of the president’s term and even further back than that, that we’d have recognized that there was a growing energy and passion for freedom in that part of the world, and that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn’t explode in the way that it did. But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support. Let me step back and talk about what I think our mission has to be in the Middle East and even more broadly, because our purpose is to make sure the world is more — is peaceful. We want a peaceful planet. We want people to be able to enjoy their lives and know they’re going to have a bright and prosperous future, not be at war. That’s our purpose. And the mantle of leadership for the — promoting the principles of peace has fallen to America. We didn’t ask for it. But it’s an honor that we have it. But for us to be able to promote those principles of peace requires us to be strong. And that begins with a strong economy here at home. Unfortunately, the economy is not stronger. When the — when the president of Iraq — excuse me, of Iran, Ahmadinejad, says that our debt makes us not a great country, that’s a frightening thing. Former chief of the — Joint Chiefs of Staff said that — Admiral Mullen said that our debt is the biggest national security threat we face. This — we have weakened our economy. We need a strong economy. We need to have as well a strong military. Our military is second to none in the world. We’re blessed with terrific soldiers, and extraordinary technology and intelligence. But the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that. We need to have strong allies. Our association and connection with our allies is essential to America’s strength. We’re the great nation that has allies, 42 allies and friends around the world. And, finally, we have to stand by our principles. And if we’re strong in each of those things, American influence will grow. But unfortunately, in nowhere in the world is America’s influence will grow. But unfortunately, in — nowhere in the world is America’s influence greater today than it was four years ago.
t001424	October 22, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY, R-MASS., PARTICIPATE IN A CANDIDATES DEBATE, LYNN UNIVERSITY, BOCA RATON, FLORIDA	2012-10-22	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS., PRESIDENT BARACK OBAMA	BOB SCHIEFFER	OBAMA	Democratic	16	14	6	0	9	1	America remains the one indispensable nation. And the world needs a strong America, and it is stronger now than when I came into office. Because we ended the war in Iraq, we were able to refocus our attention on not only the terrorist threat, but also beginning a transition process in Afghanistan. It also allowed us to refocus on alliances and relationships that had been neglected for a decade. And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat. But what we also have been able to do is position ourselves so we can start rebuilding America, and that’s what my plan does. Making sure that we’re bringing manufacturing back to our shores so that we’re creating jobs here, as we’ve done with the auto industry, not rewarding companies that are shipping jobs overseas. Making sure that we’ve got the best education system in the world, including retraining our workers for the jobs of tomorrow. Doing everything we can to control our own energy. We’ve cut our oil imports to the lowest level in two decades because we’ve developed oil and natural gas. But we also have to develop clean energy technologies that will allow us to cut our exports in half by 2020. That’s the kind of leadership that we need to show. And we’ve got to make sure that we reduce our deficit. Unfortunately, Governor Romney’s plan doesn’t do it. We’ve got to do it in a responsible way by cutting out spending we don’t need, but also asking the wealthiest to pay a little bit more. That way we can invest in the research and technology that’s always kept us at the cutting edge. Now, Governor Romney has taken a different approach throughout this campaign. Both at home and abroad, he has proposed wrong and reckless policies. He’s praised George Bush as a good economic steward and Dick Cheney as somebody who’s — who shows great wisdom and judgment. And taking us back to those kinds of strategies that got us into this mess are not the way that we are going to maintain leadership in the 21st century.
t001425	October 22, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY, R-MASS., PARTICIPATE IN A CANDIDATES DEBATE, LYNN UNIVERSITY, BOCA RATON, FLORIDA	2012-10-22	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS., PRESIDENT BARACK OBAMA	BOB SCHIEFFER	ROMNEY	Republican	37	9	2	1	4	4	I’ve got a policy for the future and agenda for the future. And when it comes to our economy here at home, I know what it takes to create 12 million new jobs and rising take-home pay. And what we’ve seen over the last four years is something I don’t want to see over the next four years. The president said by now we’d be a 5.4 percent unemployment. We’re 9 million jobs short of that. I will get America working again and see rising take-home pay again, and I’ll do it with five simple steps. Number one, we are going to have North American energy independence. We’re going to do it by taking full advantage of oil, coal, gas, nuclear and our renewables. Number two, we’re going to increase our trade. Trade grows about 12 percent year. It doubles about every — every five or so years. We can do better than that, particularly in Latin America. The opportunities for us in Latin America we have just not taken advantage of fully. As a matter of fact, Latin America’s economy is almost as big as the economy of China. We’re all focused on China. Latin America is a huge opportunity for us — time zone, language opportunities. Number three, we’re going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers’ unions going to have to go behind. And then we’re going to have to get to a balanced budget. We can’t expect entrepreneurs and businesses large and small to take their life savings or their company’s money and invest in America if they think we’re headed to the road to Greece. And that’s where we’re going right now unless we finally get off this spending and borrowing binge. And I’ll get us on track to a balanced budget. And finally, number five, we’ve got to champion small business. Small business is where jobs come from. Two-thirds of our jobs come from small businesses. New business formation is down to the lowest level in 30 years under this administration. I want to bring it back and get back good jobs and rising take-home pay.
t001431	October 22, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY, R-MASS., PARTICIPATE IN A CANDIDATES DEBATE, LYNN UNIVERSITY, BOCA RATON, FLORIDA	2012-10-22	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS., PRESIDENT BARACK OBAMA	BOB SCHIEFFER	ROMNEY	Republican	0	1	0	0	-1	0	That was actually mine, actually, Mr. President. You got that fact wrong.
t001441	October 22, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY, R-MASS., PARTICIPATE IN A CANDIDATES DEBATE, LYNN UNIVERSITY, BOCA RATON, FLORIDA	2012-10-22	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS., PRESIDENT BARACK OBAMA	BOB SCHIEFFER	OBAMA	Democratic	6	24	10	1	2	-1	I will stand with Israel if they are attacked. And this is the reason why, working with Israel, we have created the strongest military and intelligence cooperation between our two countries in history. In fact, this week we’ll be carrying out the largest military exercise with Israel in history, this very week. But to the issue of Iran, as long as I’m president of the United States Iran will not get a nuclear weapon. I made that clear when I came into office. We then organized the strongest coalition and the strongest sanctions against Iran in history, and it is crippling their economy. Their currency has dropped 80 percent. Their oil production has plunged to the lowest level since they were fighting a war with Iraq 20 years ago. So their economy is in a shambles. And the reason we did this is because a nuclear Iran is a threat to our national security, and it is a threat to Israel’s national security. We cannot afford to have a nuclear arms race in the most volatile region of the world. Iran is a state sponsor of terrorism. And for them to be able to provide nuclear technology to non-state actors, that’s unacceptable. And they have said that they want to see Israel wiped off the map. So the work that we’ve done with respect to sanctions now offers Iran a choice. They can take the diplomatic route and end their nuclear program or they will have to face a united world and a United States president, me, who said we’re not going to take any options off the table. The disagreement I have with Governor Romney is that, during the course of this campaign, he’s often talked as if we should take premature military action. I think that would be a mistake, because when I’ve sent young men and women into harm’s way, I always understand that that is the last resort, not the first resort.
t001442	October 22, 2012 Debate Transcript	PRESIDENT BARACK OBAMA AND FORMER GOV. MITT ROMNEY, R-MASS., PARTICIPATE IN A CANDIDATES DEBATE, LYNN UNIVERSITY, BOCA RATON, FLORIDA	2012-10-22	2010	2012 Election	FORMER GOV. MITT ROMNEY, R-MASS., PRESIDENT BARACK OBAMA	BOB SCHIEFFER	ROMNEY	Republican	5	18	19	0	3	0	Well, first of all, I want to underscore the same point the president mad,e which is that if I’m President of the United States, when I’m President of the United States, we will stand with Israel. And if Israel is attacked, we have their back, not just diplomatically, not just culturally, but militarily. That’s number one. Number two, with regards to Iran and the threat of Iran, there’s no question but that a nuclear Iran, a nuclear-capable Iran is unacceptable to America. It presents a threat not only to our friends but ultimately a threat to us to have Iran have nuclear material, nuclear weapons that could be used against us or used to be threatening to us. It is also essential for us to understand what our mission is in Iran, and that is to dissuade Iran from having a nuclear weapon through peaceful and diplomatic means. And crippling sanctions are something I called for five years ago, when I was in Israel, speaking at the Herzliya Conference. I laid out seven steps, crippling sanctions were number one. And they do work. You’re seeing it right now in the economy. It’s absolutely the right thing to do, to have crippling sanctions. I would have put them in place earlier. But it’s good that we have them. Number two, something I would add today is I would tighten those sanctions. I would say that ships that carry Iranian oil, can’t come into our ports. I imagine the E.U. would agree with us as well. Not only ships couldn’t, but I’d say companies that are moving their oil can’t, people who are trading in their oil can’t. I would tighten those sanctions further. Secondly, I’d take on diplomatic isolation efforts. I’d make sure that Ahmadinejad is indicted under the Genocide Convention. His words amount to genocide incitation. I would indict him for it. I would also make sure that their diplomats are treated like the pariah they are around the world. The same way we treated the apartheid diplomats of South Africa. We need to increase pressure time, and time again on Iran because anything other than a — a — a solution to this, which says — which stops this — this nuclear folly of theirs, is unacceptable to America. And of course, a military action is the last resort. It is something one would only – only consider if all of the other avenues had been — had been tried to their full extent.
