File	Title	Debate	Date	Decade	Election	Participants	Moderators	Speaker	Party	Factor 1	Factor 2	Factor 3	Factor 4	Factor 5	Factor 6	Text
t000837	October 4, 2016 Debate Transcript	Vice Presidential Debate at Longwood University in Farmville, Virginia	2016-10-04	2010	2016 Election	Senator Tim Kaine (D-VA) and Governor Mike Pence (R-IN)	Elaine Quijano (CBS News)	KAINE	Democratic	-2	10	-1	8	0	0	Elaine, this is a fundamental question, a fundamental question. Hillary and I are both people out of religious backgrounds, from Methodist church experience, which was really formative for her as a public servant. But we really feel like you should live fully and with enthusiasm the commands of your faith. But it is not the role of the public servant to mandate that for everybody else. So let’s talk about abortion and choice. Let’s talk about them. We support Roe v. Wade. We support the constitutional right of American women to consult their own conscience, their own supportive partner, their own minister, but then make their own decision about pregnancy. That’s something we trust American women to do that. And we don’t think that women should be punished, as Donald Trump said they should, for making the decision to have an abortion. Governor Pence wants to repeal Roe v. Wade. He said he wants to put it on the ash heap of history. And we have some young people in the audience who weren’t even born when Roe was decided. This is pretty important. Before Roe v. Wade, states could pass criminal laws to do just that, to punish women if they made the choice to terminate a pregnancy. I think you should live your moral values. But the last thing, the very last thing that government should do is have laws that would punish women who make reproductive choices. And that is the fundamental difference between a Clinton-Kaine ticket and a Trump-Pence ticket that wants to punish women who make that choice.
t000843	October 4, 2016 Debate Transcript	Vice Presidential Debate at Longwood University in Farmville, Virginia	2016-10-04	2010	2016 Election	Senator Tim Kaine (D-VA) and Governor Mike Pence (R-IN)	Elaine Quijano (CBS News)	KAINE	Democratic	0	0	0	1	0	0	When Donald Trump says women should be punished or Mexicans are rapists and criminals…
t000846	October 4, 2016 Debate Transcript	Vice Presidential Debate at Longwood University in Farmville, Virginia	2016-10-04	2010	2016 Election	Senator Tim Kaine (D-VA) and Governor Mike Pence (R-IN)	Elaine Quijano (CBS News)	PENCE	Republican	0	1	0	2	0	0	There are criminal aliens in this country, Tim, who have come into this country illegally who are perpetrating violence and taking American lives.
t000848	October 4, 2016 Debate Transcript	Vice Presidential Debate at Longwood University in Farmville, Virginia	2016-10-04	2010	2016 Election	Senator Tim Kaine (D-VA) and Governor Mike Pence (R-IN)	Elaine Quijano (CBS News)	PENCE	Republican	-1	9	-1	7	0	0	He also said and many of them are good people. You keep leaving that out of your quote. And if you want me to go there, I’ll go there. But here’s — there is a choice, and it is a choice on life. I couldn’t be more proud to be standing with Donald Trump, who’s standing for the right to life. It’s a principle that — Senator Kaine — and I’m very gentle about this, because I really do respect you — it’s a principle that you embrace. And I have appreciated the fact that you’ve supported the Hyde amendment, which bans the use of taxpayer funding for abortion, in the past, but that’s not Hillary Clinton’s view. People need to understand, we can come together as a nation. We can create a culture of life. More and more young people today are embracing life because we know we are — we’re better for it. We can — like Mother Teresa said at that famous national prayer breakfast…
t000849	October 4, 2016 Debate Transcript	Vice Presidential Debate at Longwood University in Farmville, Virginia	2016-10-04	2010	2016 Election	Senator Tim Kaine (D-VA) and Governor Mike Pence (R-IN)	Elaine Quijano (CBS News)	PENCE	Republican	1	1	0	2	0	0	… bring the — let’s welcome the children into our world. There are so many families around the country who can’t have children. We could improve adoption…
t000850	October 4, 2016 Debate Transcript	Vice Presidential Debate at Longwood University in Farmville, Virginia	2016-10-04	2010	2016 Election	Senator Tim Kaine (D-VA) and Governor Mike Pence (R-IN)	Elaine Quijano (CBS News)	PENCE	Republican	1	0	0	2	0	0	… so that families that can’t have children can adopt more readily those children from crisis pregnancies.
t000851	October 4, 2016 Debate Transcript	Vice Presidential Debate at Longwood University in Farmville, Virginia	2016-10-04	2010	2016 Election	Senator Tim Kaine (D-VA) and Governor Mike Pence (R-IN)	Elaine Quijano (CBS News)	KAINE	Democratic	0	3	0	4	0	0	Governor, why don’t you trust women to make this choice for themselves? We can encourage people to support life. Of course we can. But why don’t you trust women? Why doesn’t Donald Trump trust women to make this choice for themselves? That’s what we ought to be doing in public life. Living our lives of faith or motivation with enthusiasm and excitement, convincing each other, dialoguing with each other about important moral issues of the day…
t000853	October 4, 2016 Debate Transcript	Vice Presidential Debate at Longwood University in Farmville, Virginia	2016-10-04	2010	2016 Election	Senator Tim Kaine (D-VA) and Governor Mike Pence (R-IN)	Elaine Quijano (CBS News)	PENCE	Republican	0	0	-2	2	0	0	Because there is — a society can be judged by how it deals with its most vulnerable, the aged, the infirm, the disabled, and the unborn. I believe it with all my heart. And I couldn’t be more proud to be standing with a pro-life candidate in Donald Trump.
t000854	October 4, 2016 Debate Transcript	Vice Presidential Debate at Longwood University in Farmville, Virginia	2016-10-04	2010	2016 Election	Senator Tim Kaine (D-VA) and Governor Mike Pence (R-IN)	Elaine Quijano (CBS News)	KAINE	Democratic	9	12	0	1	0	0	That’s a really important one. That may be the $64,000 question, because it has been a divisive campaign. And again, Hillary is running a campaign about stronger together, and Donald Trump — and this is — this is not directed at this man, except to the extent that he can’t defend Donald Trump — Donald Trump has run a campaign that’s been about one insult after the next. But we do have to bring the country together. So here’s what we’ll do. Hillary Clinton was first lady, then senator for eight years and secretary of state. And I served in the Senate. And I’m really amazed, Elaine, as I talk to Republican senators, how well they regard and respect Hillary Clinton. She was on the Armed Services Committee. She was on other committees. She worked across the aisle when she was first lady to get the CHIP program passed so that 8 million low-income kids have health insurance in this country, including 150,000 in Indiana. She worked across the aisle after 9/11 to get health benefits for the first responders who bravely went into the towers and into the Pentagon. She worked to get benefits for — TRICARE benefits for National Guard members, including Hoosiers and Virginians in the National Guard. She has a track record of working across the aisle to make things happen. And, you know, Elaine, I have the same track record. I was a governor of Virginia with two Republican houses. And in the Senate, I have good working relationships across the aisle. Because I think it’s fine to be a Democrat or Republican or independent, but after Election Day, the goal is work together. And Hillary Clinton has a track record of accomplishment across the aisle that will enable her to do just that when we work with the new Congress in January.
t000856	October 4, 2016 Debate Transcript	Vice Presidential Debate at Longwood University in Farmville, Virginia	2016-10-04	2010	2016 Election	Senator Tim Kaine (D-VA) and Governor Mike Pence (R-IN)	Elaine Quijano (CBS News)	PENCE	Republican	4	31	1	2	1	0	… tonight. Thank you, Senator. This is a very challenging time in the life of our nation. Weakened America’s place in the world after the leadership of Hillary Clinton and Barack Obama on the world stage has been followed by an economy that is truly struggling, stifled by an avalanche of more taxes, more regulation, Obamacare, the war on coal, and the kind of trade deals that have put American workers in the back seat. I think the best way that we can bring people together is through change in Washington, D.C. You know, I served in Washington, D.C., for 12 years in the Congress of the United States. And I served with many Republicans and Democrats, men and women of goodwill. The potential is there to really change the direction of this country, but it’s going to take leadership to do it. The American people want to see our nation standing tall on the world stage again. They want to see us supporting our military, rebuilding our military, commanding the respect of the world, and they want to see the American economy off to the races again. They want to see an American comeback. And Donald Trump’s entire career has been about building. It’s been about — it’s going through hardship just like a businessperson does and finding a way through smarts and ingenuity and resilience to fight forward and — when Donald Trump becomes president of the United States, we’re going to have a stronger America. When you hear him say he wants to make America great again, when we do that, I truly do believe the American people are going to be standing taller. They’re going to see that real change can happen after decades of just talking about it. And when that happens, the American people are going to stand tall, stand together, and we’ll have the kind of unity that’s been missing for way too long.
t000857	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	CLINTON	Democratic	2	14	0	4	0	5	Well, thank you. Are you a teacher? Yes, I think that that’s a very good question, because I’ve heard from lots of teachers and parents about some of their concerns about some of the things that are being said and done in this campaign. And I think it is very important for us to make clear to our children that our country really is great because we’re good. And we are going to respect one another, lift each other up. We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country. I have a very positive and optimistic view about what we can do together. That’s why the slogan of my campaign is “Stronger Together,” because I think if we work together, if we overcome the divisiveness that sometimes sets Americans against one another, and instead we make some big goals—and I’ve set forth some big goals, getting the economy to work for everyone, not just those at the top, making sure that we have the best education system from preschool through college and making it affordable, and so much else. If we set those goals and we go together to try to achieve them, there’s nothing in my opinion that America can’t do. So that’s why I hope that we will come together in this campaign. Obviously, I’m hoping to earn your vote, I’m hoping to be elected in November, and I can promise you, I will work with every American. I want to be the president for all Americans, regardless of your political beliefs, where you come from, what you look like, your religion. I want us to heal our country and bring it together because that’s, I think, the best way for us to get the future that our children and our grandchildren deserve.
t000858	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	15	9	4	6	0	0	Well, I actually agree with that. I agree with everything she said. I began this campaign because I was so tired of seeing such foolish things happen to our country. This is a great country. This is a great land. I’ve gotten to know the people of the country over the last year-and-a-half that I’ve been doing this as a politician. I cannot believe I’m saying that about myself, but I guess I have been a politician. And my whole concept was to make America great again. When I watch the deals being made, when I watch what’s happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it’s a one-sided transaction where we’re giving back $150 billion to a terrorist state, really, the number one terror state, we’ve made them a strong country from really a very weak country just three years ago. When I look at all of the things that I see and all of the potential that our country has, we have such tremendous potential, whether it’s in business and trade, where we’re doing so badly. Last year, we had an almost $800 billion trade deficit. In other words, trading with other countries. We had an $800 billion deficit. It’s hard to believe. Inconceivable. You say who’s making these deals? We’re going to make great trade deals. We’re going to have a strong border. We’re going to bring back law and order. Just today, policemen was shot, two killed. And this is happening on a weekly basis. We have to bring back respect to law enforcement. At the same time, we have to take care of people on all sides. We need justice. But I want to do things that haven’t been done, including fixing and making our inner cities better for the African-American citizens that are so great, and for the Latinos, Hispanics, and I look forward to doing it. It’s called make America great again.
t000859	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	2	7	0	2	0	0	No, I didn’t say that at all. I don’t think you understood what was—this was locker room talk. I’m not proud of it. I apologize to my family. I apologize to the American people. Certainly, I’m not proud of it. But this is locker room talk. You know, when we have a world where you have ISIS chopping off heads, where you have—and, frankly, drowning people in steel cages, where you have wars and horrible, horrible sights all over, where you have so many bad things happening, this is like medieval times. We haven’t seen anything like this, the carnage all over the world. And they look and they see. Can you imagine the people that are, frankly, doing so well against us with ISIS? And they look at our country and they see what’s going on. Yes, I’m very embarrassed by it. I hate it. But it’s locker room talk, and it’s one of those things. I will knock the hell out of ISIS. We’re going to defeat ISIS. ISIS happened a number of years ago in a vacuum that was left because of bad judgment. And I will tell you, I will take care of ISIS.
t000861	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	0	0	0	2	0	0	I have great respect for women. Nobody has more respect for women than I do.
t000862	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	0	0	0	1	0	0	I’ve said things that, frankly, you hear these things I said. And I was embarrassed by it. But I have tremendous respect for women.
t000863	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	1	2	0	1	0	0	And women have respect for me. And I will tell you: No, I have not. And I will tell you that I’m going to make our country safe. We’re going to have borders in our country, which we don’t have now. People are pouring into our country, and they’re coming in from the Middle East and other places. We’re going to make America safe again. We’re going to make America great again, but we’re going to make America safe again. And we’re going to make America wealthy again, because if you don’t do that, it just—it sounds harsh to say, but we have to build up the wealth of our nation.
t000865	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	CLINTON	Democratic	2	20	2	1	0	0	Well, like everyone else, I’ve spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve. Donald Trump is different. I said starting back in June that he was not fit to be president and commander-in-chief. And many Republicans and independents have said the same thing. What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women. And he has said that the video doesn’t represent who he is. But I think it’s clear to anyone who heard it that it represents exactly who he is. Because we’ve seen this throughout the campaign. We have seen him insult women. We’ve seen him rate women on their appearance, ranking them from one to ten. We’ve seen him embarrass women on TV and on Twitter. We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms. So, yes, this is who Donald Trump is. But it’s not only women, and it’s not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African-Americans, Latinos, people with disabilities, POWs, Muslims, and so many others. So this is who Donald Trump is. And the question for us, the question our country must answer is that this is not who we are. That’s why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity. These are very important values to me, because this is the America that I know and love. And I can pledge to you tonight that this is the America that I will serve if I’m so fortunate enough to become your president.
t000869	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	2	7	0	4	0	0	It was locker room talk, as I told you. That was locker room talk. I’m not proud of it. I am a person who has great respect for people, for my family, for the people of this country. And certainly, I’m not proud of it. But that was something that happened. If you look at Bill Clinton, far worse. Mine are words, and his was action. His was what he’s done to women. There’s never been anybody in the history of politics in this nation that’s been so abusive to women. So you can say any way you want to say it, but Bill Clinton was abusive to women. Hillary Clinton attacked those same women and attacked them viciously. Four of them here tonight. One of the women, who is a wonderful woman, at 12 years old, was raped at 12. Her client she represented got him off, and she’s seen laughing on two separate occasions, laughing at the girl who was raped. Kathy Shelton, that young woman is here with us tonight. So don’t tell me about words. I am absolutely—I apologize for those words. But it is things that people say. But what President Clinton did, he was impeached, he lost his license to practice law. He had to pay an $850,000 fine to one of the women. Paula Jones, who’s also here tonight. And I will tell you that when Hillary brings up a point like that and she talks about words that I said 11 years ago, I think it’s disgraceful, and I think she should be ashamed of herself, if you want to know the truth. 
t000870	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	CLINTON	Democratic	2	10	0	6	0	1	Well, first, let me start by saying that so much of what he’s just said is not right, but he gets to run his campaign any way he chooses. He gets to decide what he wants to talk about. Instead of answering people’s questions, talking about our agenda, laying out the plans that we have that we think can make a better life and a better country, that’s his choice. When I hear something like that, I am reminded of what my friend, Michelle Obama, advised us all - When they go low, you go high.  And, look, if this were just about one video, maybe what he’s saying tonight would be understandable, but everyone can draw their own conclusions at this point about whether or not the man in the video or the man on the stage respects women. But he never apologizes for anything to anyone. He never apologized to Mr. and Mrs. Khan, the Gold Star family whose son, Captain Khan, died in the line of duty in Iraq. And Donald insulted and attacked them for weeks over their religion. He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn’t be trusted to be a judge because his parents were, quote, “Mexican.” He never apologized to the reporter that he mimicked and mocked on national television and our children were watching. And he never apologized for the racist lie that President Obama was not born in the United States of America. He owes the president an apology, he owes our country an apology, and he needs to take responsibility for his actions and his words.
t000871	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	3	7	1	1	-1	0	Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal—he’s another real winner that you have—and he’s the one that got this started, along with your campaign manager, and they were on television just two weeks ago, she was, saying exactly that. So you really owe him an apology. You’re the one that sent the pictures around your campaign, sent the pictures around with President Obama in a certain garb. That was long before I was ever involved, so you actually owe an apology. Number two, Michelle Obama. I’ve gotten to see the commercials that they did on you. And I’ve gotten to see some of the most vicious commercials I’ve ever seen of Michelle Obama talking about you, Hillary. So, you talk about friend? Go back and take a look at those commercials, a race where you lost fair and square, unlike the Bernie Sanders race, where you won, but not fair and square, in my opinion. And all you have to do is take a look at WikiLeaks and just see what they said about Bernie Sanders and see what Deborah Wasserman Schultz had in mind, because Bernie Sanders, between super-delegates and Deborah Wasserman Schultz, he never had a chance. And I was so surprised to see him sign on with the devil. But when you talk about apology, I think the one that you should really be apologizing for and the thing that you should be apologizing for are the 33,000 e-mails that you deleted, and that you acid washed, and then the two boxes of e-mails and other things last week that were taken from an office and are now missing. And I’ll tell you what. I didn’t think I’d say this, but I’m going to say it, and I hate to say it. But if I win, I am going to instruct my attorney general to get a special prosecutor to look into your situation, because there has never been so many lies, so much deception. There has never been anything like it, and we’re going to have a special prosecutor. When I speak, I go out and speak, the people of this country are furious. In my opinion, the people that have been long-term workers at the FBI are furious. There has never been anything like this, where e-mails—and you get a subpoena, you get a subpoena, and after getting the subpoena, you delete 33,000 e-mails, and then you acid wash them or bleach them, as you would say, very expensive process. So we’re going to get a special prosecutor, and we’re going to look into it, because you know what? People have been—their lives have been destroyed for doing one-fifth of what you’ve done. And it’s a disgrace. And honestly, you ought to be ashamed of yourself.
t000873	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	CLINTON	Democratic	0	5	0	4	0	0	… I told people that it would be impossible to be fact-checking Donald all the time. I’d never get to talk about anything I want to do and how we’re going to really make lives better for people. So, once again, go to HillaryClinton.com. We have literally Trump—you can fact check him in real time. Last time at the first debate, we had millions of people fact checking, so I expect we’ll have millions more fact checking, because, you know, it is—it’s just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country.
t000876	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	3	1	0	1	0	0	If you did that in the private sector, you’d be put in jail, let alone after getting a subpoena from the United States Congress.
t000884	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	CLINTON	Democratic	37	12	0	2	-2	2	Well, I think Donald was about to say he’s going to solve it by repealing it and getting rid of the Affordable Care Act. And I’m going to fix it, because I agree with you. Premiums have gotten too high. Copays, deductibles, prescription drug costs, and I’ve laid out a series of actions that we can take to try to get those costs down. But here’s what I don’t want people to forget when we’re talking about reining in the costs, which has to be the highest priority of the next president, when the Affordable Care Act passed, it wasn’t just that 20 million people got insurance who didn’t have it before. But that in and of itself was a good thing. I meet these people all the time, and they tell me what a difference having that insurance meant to them and their families. But everybody else, the 170 million of us who get health insurance through our employers got big benefits. Number one, insurance companies can’t deny you coverage because of a pre-existing condition. Number two, no lifetime limits, which is a big deal if you have serious health problems. Number three, women can’t be charged more than men for our health insurance, which is the way it used to be before the Affordable Care Act. Number four, if you’re under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn’t happen before. So I want very much to save what works and is good about the Affordable Care Act. But we’ve got to get costs down. We’ve got to provide some additional help to small businesses so that they can afford to provide health insurance. But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange. And then we would have to start all over again. Right now, we are at 90 percent health insurance coverage. That’s the highest we’ve ever been in our country.
t000889	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	CLINTON	Democratic	0	0	0	1	0	0	… get to do pretty much whatever they want, including saying, look, I’m sorry, you’ve got diabetes, you had cancer, your child has asthma…
t000890	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	CLINTON	Democratic	5	1	0	1	0	0	… you may not be able to have insurance because you can’t afford it. So let’s fix what’s broken about it, but let’s not throw it away and give it all back to the insurance companies and the drug companies. That’s not going to work.
t000896	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	0	4	1	1	-1	2	Well, you’re right about Islamophobia, and that’s a shame. But one thing we have to do is we have to make sure that—because there is a problem. I mean, whether we like it or not, and we could be very politically correct, but whether we like it or not, there is a problem. And we have to be sure that Muslims come in and report when they see something going on. When they see hatred going on, they have to report it. As an example, in San Bernardino, many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people. Horribly wounded. They’ll never be the same. Muslims have to report the problems when they see them. And, you know, there’s always a reason for everything. If they don’t do that, it’s a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center. Go outside. Look at Paris. Look at that horrible—these are radical Islamic terrorists. And she won’t even mention the word and nor will President Obama. He won’t use the term “radical Islamic terrorism.” Now, to solve a problem, you have to be able to state what the problem is or at least say the name. She won’t say the name and President Obama won’t say the name. But the name is there. It’s radical Islamic terror. And before you solve it, you have to say the name.
t000897	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	CLINTON	Democratic	0	15	4	2	0	0	Well, thank you for asking your question. And I’ve heard this question from a lot of Muslim-Americans across our country, because, unfortunately, there’s been a lot of very divisive, dark things said about Muslims. And even someone like Captain Khan, the young man who sacrificed himself defending our country in the United States Army, has been subject to attack by Donald. I want to say just a couple of things. First, we’ve had Muslims in America since George Washington. And we’ve had many successful Muslims. We just lost a particularly well-known one with Muhammad Ali. My vision of America is an America where everyone has a place, if you’re willing to work hard, you do your part, you contribute to the community. That’s what America is. That’s what we want America to be for our children and our grandchildren. It’s also very short-sighted and even dangerous to be engaging in the kind of demagogic rhetoric that Donald has about Muslims. We need American Muslims to be part of our eyes and ears on our front lines. I’ve worked with a lot of different Muslim groups around America. I’ve met with a lot of them, and I’ve heard how important it is for them to feel that they are wanted and included and part of our country, part of our homeland security, and that’s what I want to see. It’s also important I intend to defeat ISIS, to do so in a coalition with majority Muslim nations. Right now, a lot of those nations are hearing what Donald says and wondering, why should we cooperate with the Americans? And this is a gift to ISIS and the terrorists, violent jihadist terrorists. We are not at war with Islam. And it is a mistake and it plays into the hands of the terrorists to act as though we are. So I want a country where citizens like you and your family are just as welcome as anyone else.
t000898	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	0	6	2	1	0	0	First of all, Captain Khan is an American hero, and if I were president at that time, he would be alive today, because unlike her, who voted for the war without knowing what she was doing, I would not have had our people in Iraq. Iraq was a disaster. So he would have been alive today. The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world. Hillary Clinton wants to allow hundreds of thousands—excuse me. Excuse me..
t000901	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	CLINTON	Democratic	-5	8	1	2	0	0	Well, first of all, I will not let anyone into our country that I think poses a risk to us. But there are a lot of refugees, women and children—think of that picture we all saw of that 4-year-old boy with the blood on his forehead because he’d been bombed by the Russian and Syrian air forces. There are children suffering in this catastrophic war, largely, I believe, because of Russian aggression. And we need to do our part. We by no means are carrying anywhere near the load that Europe and others are. But we will have vetting that is as tough as it needs to be from our professionals, our intelligence experts and others. But it is important for us as a policy, you know, not to say, as Donald has said, we’re going to ban people based on a religion. How do you do that? We are a country founded on religious freedom and liberty. How do we do what he has advocated without causing great distress within our own county? Are we going to have religious tests when people fly into our country? And how do we expect to be able to implement those? So I thought that what he said was extremely unwise and even dangerous. And indeed, you can look at the propaganda on a lot of the terrorist sites, and what Donald Trump says about Muslims is used to recruit fighters, because they want to create a war between us. And the final thing I would say, this is the 10th or 12th time that he’s denied being for the war in Iraq. We have it on tape. The entire press corps has looked at it. It’s been debunked, but it never stops him from saying whatever he wants to say.
t000904	October 9, 2016 Debate Transcript	Presidential Debate at Washington University in St. Louis, Missouri	2016-10-09	2010	2016 Election	Former Secretary of State Hillary Clinton (D) and Businessman Donald Trump (R)	Anderson Cooper (CNN) and Martha Raddatz (ABC News)	TRUMP	Republican	0	10	0	5	0	0	Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens. When we want to send them back to their country, their country says we don’t want them. In some cases, they’re murderers, drug lords, drug problems. And they don’t want them. And Hillary Clinton, when she was secretary of state, said that’s OK, we can’t force it into their country. Let me tell you, I’m going to force them right back into their country. They’re murderers and some very bad people. And I will tell you very strongly, when Bernie Sanders said she had bad judgment, she has really bad judgment, because we are letting people into this country that are going to cause problems and crime like you’ve never seen. We’re also letting drugs pour through our southern border at a record clip. At a record clip. And it shouldn’t be allowed to happen. ICE just endorsed me. They’ve never endorsed a presidential candidate. The Border Patrol agents, 16,500, just recently endorsed me, and they endorsed me because I understand the border. She doesn’t. She wants amnesty for everybody. Come right in. Come right over. It’s a horrible thing she’s doing. She’s got bad judgment, and honestly, so bad that she should never be president of the United States. That I can tell you.
